author,date,address,bank,rating,review_title_by_user,review,bank_image,rating_title_by_user,useful_count
KUMAR,"Jan 02, 2020",Bangalore,Canara Bank,4,"""Good bank ""","I am holding saving account with CANARA bank for more than 4 years. In my city there are many ATMs are avail, so far they have not charged any amount. It is zero balance account. There is some hidden charges, so on yearly basis amount was deducted of  18 rupees.",https://static.bankbazaar.com/images/common/bank-logo/canara-bank.png,Great!,0
RAJ,"Jan 02, 2020",Bangalore,SBI,5,"""Good Account""","Around 2014, i have opened the savings account from State bank of India and not had any savings account till then since the branch was near to my home i have selected this bank. There is no need of maintaining any minimum balance. I'm comfortable in using their Internet banking facility. I went to their branch and the staff response was fine while opening this account.",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Blown Away!,0
RAJ,"Jan 02, 2020",Bangalore,HDFC Bank,5,"""Good Account""","Using my HDFC salary account for almost 4 years. I have not faced any issues till now. Its a zero balance account. There won't be any hidden charges. Since i will do an online transactions a lot, i never get charged for any other ATM withdrawal. I have not visited HDFC branch till now. I called their customer care and the response is so good.",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Blown Away!,0
S K,"Jan 02, 2020",Kota,SBI,4,"""Need to improve the services""","I have savings account from State Bank of India. The branch is located nearby my home, so that i have chosen them. I'm not maintaining any balance in this account since i'm not using this account much. I have not tried their online banking and mobile app. Branch response in SBI is average and the staffs are not that much helpful because they are taking too much time.",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Great!,0
S K,"Jan 02, 2020",Kota,Punjab National Bank,4,"""Really good service""","6 years ago, i have selected Punjab National bank for my savings account without any specific reason. Its a zero balance account. I was using the Internet banking and mobile app but nowadays I'm not doing much transaction from this account. I never visited their branch till now.",https://static.bankbazaar.com/images/common/bank-logo/punjab-national-bank.png,Great!,0
KUMAR,"Jan 02, 2020",Kota,review,3,"""Easy to handle. ""","I have opened salary account in the year of 2005 from Bank of India. To open this  account, their sales executive came to my office and he immediately provided me cheque book and debit card. Whenever i contacted the customer care for general enquiry and complaints, they have server issue to check the details most of the times.",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Satisfactory,3
SAN,"Jan 02, 2020",Jodhpur,review,4,"""Good service""",I have been holding saving account with FEDERAL bank for more than 3 years. I need to maintain a minimum balance of 3K and even there is no charges for non-maintenance. Each and every transaction is safe and secured.  Their service is fine.  Mobile app and net banking services are good.,https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Great!,8
M,"Jan 02, 2020",Bangalore,review,5,"""Good service""",I have a salary account with Dena bank for past 8 years. Minimum balance should be Rs.1000. If I use other bank ATMs for cash withdrawal it is chargeable. Their ATM's are not sufficient only one is available near my office. The Bank executive response is good and I have not faced any issue till now.,https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,4
GODULA,"Jan 02, 2020",Jodhpur,HDFC Bank,3,"""Need to improve mobile app & net banking service """,I am holding  a salary account with HDFC bank for more than 1 year where I need to maintain a minimum balance. There is no any hidden charges. Internet banking and mobile app is not user friendly to access.  I use to get alert message on time from bank for each transaction.,https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Satisfactory,0
RAG,"Dec 31, 2019",Ghaziabad,HDFC Bank,4,"""Good account ""","I am holding a salary account with HDFC Bank for more than 3 years. Their service is not good in response. I have been holding account for more than 3 and half years.  It is a zero balance account. I am using mobile app and net banking both are user friendly to access. ATM charges are applicable, if its more than 5 times need to pay 25 rupees.",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Great!,0
VADIVELU,"Dec 31, 2019",Bangalore,IndusInd Bank,5,"""Good Account""",If i asked for any request they are responding properly from Indusind bank. Opened my salary account 2 years before. I need to maintain a minimum balance of Rs. 1000. I have not faced any issue on their Internet banking facility. I went to their branch once to get the bank statement and they have given me a prompt response.,https://static.bankbazaar.com/images/common/bank-logo/indusind.png,Blown Away!,2
DEVARAPALLI,"Dec 31, 2019",Bangalore,Axis Bank,3,"""Good saving account """,I have opened a salary account with AXIS bank just 6 months before.  No need a maintain a minimum balance account and there is no any additional charges for this account. Each and every transaction is safe and secured. Mobile app and net banking both are user friendly to access.  Some time ATM charges are applicable.,https://static.bankbazaar.com/images/common/bank-logo/axis.png,Satisfactory,0
PATOND,"Dec 31, 2019",Nagpur,Canara Bank,4,"""Very consumer friendly bank""","5 years back, i took the savings account from Canara bank. It was a simple system of communication and the service is simple. They are always organized with the customer. I need to hold a balance amount of Rs. 1000. I have visited their branch on a regular basis and the response was very nice.",https://static.bankbazaar.com/images/common/bank-logo/canara-bank.png,Great!,0
PATOND,"Dec 31, 2019",Nagpur,review,4,"""Normal bank""","3 years ago, i opened the salary account from Central Bank of India. My organization has a tie up with this bank. I went to their branch to take this account. I need to maintain a minimum balance of Rs. 2000. There is no hidden charges. As per RBI rules, they are deducting charges for the other things.",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Great!,2
ANONYMOUS,"Dec 31, 2019",Karnal,HDFC Bank,3,"""They need to improve the ambiance""","HDFC banking service is average there is a digitalization but not fully. There is a communication with the customer. Their customer service needs to improve a lot. Actually I'm in village so nearby my place, HDFC branch was available so that i have selected this account. I am maintaining a minimum balance of Rs. 5000 since its a rural area account. Their infrastructure is like a Government bank. In most of the branches, water facility is not available and the floors are not  properly maintained. They should maintain clean and hygiene.",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Satisfactory,1
S K,"Dec 31, 2019",Karnal,SBI,5,"""They have to improve their customer service and staff behavi""","My salary account was opened from State Bank of India. There was no proper customer care service in SBI. If i want to call the call centre number or in the branch, there will be a lack in customer service. Actually they are not giving proper response because they don't want to interact with the customer much. Right now i'm using the net banking facility hence I'm transferring the money to other bank account and I'm not using this account that much. In every branch, the staffs are behaving very rude with the customer which they need to improve.",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Blown Away!,0
ANONYMOUS,"Dec 31, 2019",Kolkata,Axis Bank,4,"""Good Salary account""","8 years ago, i have selected Axis bank for my salary account since my company offered me. Their sales executive came to my office to open this account. Its a zero balance account. Their net banking facility is really good. Many times i have interacted with the customer care service regarding many reasons, the response was very good all the time. They have an offer many times in online banking and the executive visit to my office on a regular basis to show off of their new products. It would be fine, if they improve the transaction timings.",https://static.bankbazaar.com/images/common/bank-logo/axis.png,Great!,0
